fir_number,incident_date,incident_time,timestamp,district,police_station,crime_category,sub_category,latitude,longitude,severity_score,status,modus_operandi,suspect_id,suspect_name,gang_affiliation,estimated_loss_inr,is_cybercrime,repeat_offender
FIR-2026-BEN-5706,2026-05-12,14:37:56,2026-05-12T14:37:56.033920,Bengaluru City,Rajajinagar PS,Cybercrime,Sextortion,13.025862,77.623725,5,Under Investigation,Posing as Bank Executive,SUS-1003,Manjunath V,Koramangala Network,0.0,1,0
FIR-2025-HUB-5707,2025-11-28,07:46:56,2025-11-28T07:46:56.033920,Hubballi-Dharwad,Dharwad Town PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,15.448099,75.103868,4,Under Investigation,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,360000.0,0,0
FIR-2025-BAL-5708,2025-11-10,21:05:56,2025-11-10T21:05:56.033920,Ballari,Gandhinagar PS,Commercial Fraud,Job Fraud,15.115466,76.944504,5,Suspect Identified,High return investment scheme,SUS-1008,Deepak Sharma,DarkNet Syndicate,50000.0,0,1
FIR-2025-BEL-5709,2025-11-15,06:00:56,2025-11-15T06:00:56.033920,Belagavi,Camp PS,Chain Snatching & Theft,House Burglary,15.924968,74.45942,3,Suspect Identified,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,9000.0,0,0
FIR-2026-TUM-5710,2026-03-21,21:03:56,2026-03-21T21:03:56.033920,Tumakuru,Kyathsandra PS,Robbery & Extortion,Extortion Call,13.326052,77.124697,8,Suspect Identified,Blocking highway with lorry,UNKNOWN,Unidentified Suspect,None,24000.0,0,0
FIR-2025-BEN-5711,2025-07-28,02:41:56,2025-07-28T02:41:56.033920,Bengaluru City,Indiranagar PS,Commercial Fraud,Job Fraud,13.043819,77.640844,7,Solved,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,168000.0,0,0
FIR-2026-MYS-5712,2026-05-20,17:47:56,2026-05-20T17:47:56.033920,Mysuru,Nazarbad PS,Narcotics,Ganja Possession,12.231067,76.610538,7,Solved,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,21000.0,0,0
FIR-2026-BEL-5713,2026-05-20,18:53:56,2026-05-20T18:53:56.033920,Belagavi,APMC PS,Narcotics,Ganja Possession,15.905568,74.514043,7,Solved,Darkweb ordering + Dead drop,SUS-1008,Deepak Sharma,DarkNet Syndicate,168000.0,0,1
FIR-2025-KAL-5714,2025-09-01,11:55:56,2025-09-01T11:55:56.033920,Kalaburagi,M B Nagar PS,Narcotics,Inter-State Drug Trafficking,17.307084,76.860901,6,Pending,Near college campuses,SUS-1004,Kiran @ Shadow,MG Road Gang,144000.0,0,1
FIR-2026-TUM-5715,2026-07-13,00:33:56,2026-07-13T00:33:56.033920,Tumakuru,New Extension PS,Robbery & Extortion,Highway Dacoity,13.287588,77.130289,7,Charge Sheeted,Blocking highway with lorry,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,168000.0,0,1
FIR-2026-KAL-5716,2026-04-21,21:48:56,2026-04-21T21:48:56.033920,Kalaburagi,M B Nagar PS,Narcotics,Inter-State Drug Trafficking,17.297067,76.887621,7,Under Investigation,Near college campuses,UNKNOWN,Unidentified Suspect,None,21000.0,0,0
FIR-2026-HUB-5717,2026-07-20,20:51:56,2026-07-20T20:51:56.033920,Hubballi-Dharwad,Dharwad Town PS,Chain Snatching & Theft,Mobile Theft,15.42136,75.091661,6,Pending,Master key ignition,SUS-1004,Kiran @ Shadow,MG Road Gang,6000.0,0,0
FIR-2025-MYS-5718,2025-10-14,12:06:56,2025-10-14T12:06:56.033920,Mysuru,Devaraja PS,Robbery & Extortion,Extortion Call,12.257915,76.597148,10,Charge Sheeted,Posing as local gang member,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,0.0,0,1
FIR-2025-KAL-5719,2025-08-28,15:07:56,2025-08-28T15:07:56.033920,Kalaburagi,Station Bazar PS,Chain Snatching & Theft,Vehicle Theft,17.290831,76.823365,6,Charge Sheeted,Master key ignition,UNKNOWN,Unidentified Suspect,None,6000.0,0,0
FIR-2025-MYS-5720,2025-11-09,10:23:56,2025-11-09T10:23:56.033920,Mysuru,Devaraja PS,Narcotics,MDMA / Synthetic Drugs,12.358755,76.685031,7,Suspect Identified,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,70000.0,0,0
FIR-2025-BEL-5721,2025-12-23,06:57:56,2025-12-23T06:57:56.033920,Belagavi,Khade Bazar PS,Commercial Fraud,Real Estate Scam,15.903649,74.507248,4,Charge Sheeted,Fake visa offer,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,0.0,0,1
FIR-2026-KAL-5722,2026-05-24,18:40:56,2026-05-24T18:40:56.033920,Kalaburagi,Station Bazar PS,Commercial Fraud,Job Fraud,17.259807,76.790637,5,Under Investigation,High return investment scheme,SUS-1003,Manjunath V,Koramangala Network,5000.0,0,1
FIR-2026-BAL-5723,2026-01-26,12:59:56,2026-01-26T12:59:56.033920,Ballari,Brucepet PS,Robbery & Extortion,Extortion Call,15.07089,76.901638,8,Under Investigation,Blocking highway with lorry,UNKNOWN,Unidentified Suspect,None,8000.0,0,0
FIR-2025-KAL-5724,2025-08-13,21:25:56,2025-08-13T21:25:56.033920,Kalaburagi,Station Bazar PS,Chain Snatching & Theft,House Burglary,17.329125,76.825012,4,Solved,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,360000.0,0,0
FIR-2025-BAL-5725,2025-12-07,21:03:56,2025-12-07T21:03:56.033920,Ballari,Brucepet PS,Robbery & Extortion,Extortion Call,15.094453,76.891241,10,Charge Sheeted,Blocking highway with lorry,SUS-1003,Manjunath V,Koramangala Network,0.0,0,0
FIR-2025-MAN-5726,2025-08-01,10:41:56,2025-08-01T10:41:56.033920,Mangaluru,Pandeshwar PS,Chain Snatching & Theft,Mobile Theft,12.891563,74.902807,6,Charge Sheeted,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,6000.0,0,0
FIR-2025-MAN-5727,2025-08-23,05:24:56,2025-08-23T05:24:56.033920,Mangaluru,Ullal PS,Assault & Violent Crime,Street Brawl,12.896809,74.858936,9,Solved,Altercation near bar/liquor shop,SUS-1008,Deepak Sharma,DarkNet Syndicate,216000.0,0,0
FIR-2026-BEL-5728,2026-03-14,01:23:56,2026-03-14T01:23:56.033920,Belagavi,APMC PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,15.786815,74.538273,6,Suspect Identified,Unlocked house entry at night,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,540000.0,0,1
FIR-2026-HUB-5729,2026-03-11,09:12:56,2026-03-11T09:12:56.033920,Hubballi-Dharwad,Bendigeri PS,Chain Snatching & Theft,Mobile Theft,15.323259,75.137028,6,Under Investigation,Pillion rider snatching on Pulsar bike,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,144000.0,0,1
FIR-2025-MAN-5730,2025-08-11,05:22:56,2025-08-11T05:22:56.033920,Mangaluru,Kadri PS,Commercial Fraud,Ponzi Scheme,12.859812,74.824512,7,Under Investigation,Fake visa offer,SUS-1003,Manjunath V,Koramangala Network,168000.0,0,0
FIR-2025-BEN-5731,2025-12-21,10:15:56,2025-12-21T10:15:56.033920,Bengaluru City,Jayanagar PS,Assault & Violent Crime,Grievous Hurt,13.050731,77.465428,8,Under Investigation,Group clash over property dispute,SUS-1005,Vikram Singh,North India Cyber Syndicate,720000.0,0,1
FIR-2026-BEL-5732,2026-03-26,02:20:56,2026-03-26T02:20:56.033920,Belagavi,Tilakwadi PS,Robbery & Extortion,Extortion Call,15.913594,74.575329,7,Pending,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,70000.0,0,0
FIR-2025-BAL-5733,2025-07-27,16:10:56,2025-07-27T16:10:56.033920,Ballari,Brucepet PS,Assault & Violent Crime,Group Assault,15.131461,76.921714,6,Suspect Identified,Altercation near bar/liquor shop,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,60000.0,0,1
FIR-2025-KAL-5734,2025-09-26,04:32:56,2025-09-26T04:32:56.033920,Kalaburagi,Brahampur PS,Cybercrime,Crypto Scam,17.278901,76.837451,7,Charge Sheeted,Fake Tech Support,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,2100000.0,1,1
FIR-2026-BAL-5735,2026-03-30,07:51:56,2026-03-30T07:51:56.033920,Ballari,Brucepet PS,Assault & Violent Crime,Street Brawl,15.076297,76.949189,5,Solved,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,450000.0,0,0
FIR-2026-MYS-5736,2026-06-11,22:10:56,2026-06-11T22:10:56.033920,Mysuru,Nazarbad PS,Commercial Fraud,Real Estate Scam,12.233485,76.698693,5,Under Investigation,High return investment scheme,UNKNOWN,Unidentified Suspect,None,1500000.0,0,0
FIR-2025-BEN-5737,2025-10-29,22:52:56,2025-10-29T22:52:56.033920,Bengaluru City,Whitefield PS,Cybercrime,Phishing / OTP Fraud,13.106784,77.514081,4,Suspect Identified,Posing as Bank Executive,SUS-1004,Kiran @ Shadow,MG Road Gang,40000.0,1,1
FIR-2025-MYS-5738,2025-10-23,09:14:56,2025-10-23T09:14:56.033920,Mysuru,Vidyaranyapuram PS,Assault & Violent Crime,Group Assault,12.306458,76.650059,8,Pending,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,8000.0,0,0
FIR-2025-MYS-5739,2025-11-16,00:49:56,2025-11-16T00:49:56.033920,Mysuru,Devaraja PS,Assault & Violent Crime,Grievous Hurt,12.288571,76.664205,8,Charge Sheeted,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,80000.0,0,0
FIR-2025-BAL-5740,2025-09-14,10:20:56,2025-09-14T10:20:56.033920,Ballari,Gandhinagar PS,Assault & Violent Crime,Group Assault,15.196367,76.910868,7,Solved,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,21000.0,0,0
FIR-2025-BEN-5741,2025-08-30,16:44:56,2025-08-30T16:44:56.033920,Bengaluru City,Indiranagar PS,Chain Snatching & Theft,Mobile Theft,13.016424,77.673183,4,Under Investigation,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,4000.0,0,0
FIR-2026-BAL-5742,2026-03-01,16:41:56,2026-03-01T16:41:56.033920,Ballari,Brucepet PS,Cybercrime,Financial Fraud,15.092932,76.970713,6,Solved,Phishing Site,UNKNOWN,Unidentified Suspect,None,0.0,1,0
FIR-2025-HUB-5743,2025-10-14,03:06:56,2025-10-14T03:06:56.033920,Hubballi-Dharwad,Dharwad Town PS,Chain Snatching & Theft,Vehicle Theft,15.400732,75.178059,4,Solved,Master key ignition,UNKNOWN,Unidentified Suspect,None,96000.0,0,0
FIR-2026-MYS-5744,2026-06-24,02:37:56,2026-06-24T02:37:56.033920,Mysuru,Devaraja PS,Robbery & Extortion,Armed Robbery,12.269143,76.70048,7,Under Investigation,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,2100000.0,0,0
FIR-2025-KAL-5745,2025-12-08,09:46:56,2025-12-08T09:46:56.033920,Kalaburagi,Chowk PS,Assault & Violent Crime,Group Assault,17.405744,76.786147,6,Charge Sheeted,Group clash over property dispute,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,60000.0,0,1
FIR-2025-BEL-5746,2025-10-25,17:46:56,2025-10-25T17:46:56.033920,Belagavi,Camp PS,Assault & Violent Crime,Street Brawl,15.827743,74.421144,9,Charge Sheeted,Altercation near bar/liquor shop,SUS-1003,Manjunath V,Koramangala Network,9000.0,0,0
FIR-2026-KAL-5747,2026-02-23,06:17:56,2026-02-23T06:17:56.033920,Kalaburagi,Brahampur PS,Commercial Fraud,Real Estate Scam,17.315478,76.79142,7,Under Investigation,High return investment scheme,UNKNOWN,Unidentified Suspect,None,2100000.0,0,0
FIR-2025-BEN-5748,2025-08-13,01:53:56,2025-08-13T01:53:56.033920,Bengaluru City,Rajajinagar PS,Chain Snatching & Theft,Vehicle Theft,12.894168,77.503615,7,Suspect Identified,Master key ignition,UNKNOWN,Unidentified Suspect,None,630000.0,0,0
FIR-2025-BEL-5749,2025-09-04,15:36:56,2025-09-04T15:36:56.033920,Belagavi,APMC PS,Assault & Violent Crime,Grievous Hurt,15.836325,74.427263,8,Under Investigation,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,720000.0,0,0
FIR-2025-BEN-5750,2025-07-28,17:45:56,2025-07-28T17:45:56.033920,Bengaluru City,Koramangala PS,Chain Snatching & Theft,Vehicle Theft,12.869022,77.582238,5,Charge Sheeted,Unlocked house entry at night,SUS-1008,Deepak Sharma,DarkNet Syndicate,0.0,0,0
FIR-2026-BEL-5751,2026-06-14,15:48:56,2026-06-14T15:48:56.033920,Belagavi,Camp PS,Chain Snatching & Theft,House Burglary,15.837505,74.551363,5,Under Investigation,Pillion rider snatching on Pulsar bike,SUS-1009,Farooq Ahmed,Coastal Smugglers,1500000.0,0,1
FIR-2026-MYS-5752,2026-01-24,20:58:56,2026-01-24T20:58:56.033920,Mysuru,Devaraja PS,Commercial Fraud,Job Fraud,12.363626,76.628632,4,Solved,High return investment scheme,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2026-MYS-5753,2026-02-21,18:40:56,2026-02-21T18:40:56.033920,Mysuru,Vidyaranyapuram PS,Commercial Fraud,Ponzi Scheme,12.282999,76.687763,4,Solved,Fake government sanction letter,SUS-1003,Manjunath V,Koramangala Network,4000.0,0,0
FIR-2025-BAL-5754,2025-08-20,17:18:56,2025-08-20T17:18:56.033920,Ballari,Gandhinagar PS,Chain Snatching & Theft,House Burglary,15.188816,76.931192,3,Suspect Identified,Unlocked house entry at night,SUS-1009,Farooq Ahmed,Coastal Smugglers,30000.0,0,0
FIR-2026-KAL-5755,2026-07-07,02:10:56,2026-07-07T02:10:56.033920,Kalaburagi,Station Bazar PS,Chain Snatching & Theft,Mobile Theft,17.390069,76.815492,6,Solved,Master key ignition,UNKNOWN,Unidentified Suspect,None,6000.0,0,0
FIR-2026-BEL-5756,2026-04-05,21:54:56,2026-04-05T21:54:56.033920,Belagavi,APMC PS,Commercial Fraud,Real Estate Scam,15.804391,74.510407,7,Suspect Identified,Fake visa offer,SUS-1005,Vikram Singh,North India Cyber Syndicate,7000.0,0,1
FIR-2025-BEL-5757,2025-12-04,13:39:56,2025-12-04T13:39:56.033920,Belagavi,Tilakwadi PS,Commercial Fraud,Ponzi Scheme,15.798141,74.544662,4,Pending,High return investment scheme,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,1200000.0,0,1
FIR-2025-TUM-5758,2025-10-05,08:02:56,2025-10-05T08:02:56.033920,Tumakuru,Town PS Tumakuru,Cybercrime,Financial Fraud,13.392738,77.111474,5,Pending,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,450000.0,1,0
FIR-2026-TUM-5759,2026-02-09,14:49:56,2026-02-09T14:49:56.033920,Tumakuru,New Extension PS,Assault & Violent Crime,Street Brawl,13.399181,77.122304,5,Solved,Pre-meditated attack,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,5000.0,0,1
FIR-2026-TUM-5760,2026-01-17,05:09:56,2026-01-17T05:09:56.033920,Tumakuru,Town PS Tumakuru,Assault & Violent Crime,Group Assault,13.390026,77.051712,5,Pending,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,120000.0,0,0
FIR-2026-KAL-5761,2026-01-30,09:18:56,2026-01-30T09:18:56.033920,Kalaburagi,M B Nagar PS,Cybercrime,Financial Fraud,17.335789,76.857371,8,Under Investigation,Malware Link via WhatsApp,UNKNOWN,Unidentified Suspect,None,24000.0,1,0
FIR-2026-BAL-5762,2026-07-13,18:20:56,2026-07-13T18:20:56.033920,Ballari,Gandhinagar PS,Cybercrime,Phishing / OTP Fraud,15.071465,76.989137,8,Pending,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,720000.0,1,0
FIR-2025-TUM-5763,2025-09-18,04:13:56,2025-09-18T04:13:56.033920,Tumakuru,New Extension PS,Narcotics,Inter-State Drug Trafficking,13.360206,77.109586,9,Solved,Near college campuses,SUS-1009,Farooq Ahmed,Coastal Smugglers,90000.0,0,0
FIR-2026-MAN-5764,2026-07-09,09:44:56,2026-07-09T09:44:56.033920,Mangaluru,Pandeshwar PS,Robbery & Extortion,Extortion Call,12.958809,74.913846,7,Under Investigation,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,7000.0,0,0
FIR-2025-MAN-5765,2025-12-07,13:11:56,2025-12-07T13:11:56.033920,Mangaluru,Ullal PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,12.889701,74.868199,5,Charge Sheeted,Master key ignition,UNKNOWN,Unidentified Suspect,None,15000.0,0,0
FIR-2025-HUB-5766,2025-09-23,15:40:56,2025-09-23T15:40:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Assault & Violent Crime,Street Brawl,15.44166,75.05707,7,Solved,Group clash over property dispute,SUS-1004,Kiran @ Shadow,MG Road Gang,630000.0,0,1
FIR-2026-TUM-5767,2026-05-01,22:58:56,2026-05-01T22:58:56.033920,Tumakuru,New Extension PS,Commercial Fraud,Job Fraud,13.347331,77.158811,7,Under Investigation,Fake government sanction letter,SUS-1007,Praveen Gowda,Koramangala Network,7000.0,0,1
FIR-2026-BEL-5768,2026-06-05,01:33:56,2026-06-05T01:33:56.033920,Belagavi,APMC PS,Robbery & Extortion,Highway Dacoity,15.908311,74.473048,9,Solved,Sharp weapon threat at night,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,0.0,0,1
FIR-2026-TUM-5769,2026-02-14,14:20:56,2026-02-14T14:20:56.033920,Tumakuru,Town PS Tumakuru,Commercial Fraud,Job Fraud,13.371768,77.087424,5,Under Investigation,Fake visa offer,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,5000.0,0,0
FIR-2025-BEN-5770,2025-07-24,10:39:56,2025-07-24T10:39:56.033920,Bengaluru City,Indiranagar PS,Assault & Violent Crime,Grievous Hurt,13.006878,77.714971,7,Charge Sheeted,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,2100000.0,0,0
FIR-2026-BEN-5771,2026-03-15,03:50:56,2026-03-15T03:50:56.033920,Bengaluru City,Whitefield PS,Commercial Fraud,Job Fraud,12.82916,77.452337,5,Suspect Identified,Fake government sanction letter,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,120000.0,0,1
FIR-2025-BEL-5772,2025-08-01,17:59:56,2025-08-01T17:59:56.033920,Belagavi,Khade Bazar PS,Narcotics,MDMA / Synthetic Drugs,15.788742,74.473057,7,Under Investigation,Courier shipment concealed in electronics,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,70000.0,0,1
FIR-2026-MAN-5773,2026-06-28,05:26:56,2026-06-28T05:26:56.033920,Mangaluru,Urwa PS,Commercial Fraud,Job Fraud,12.937841,74.803104,6,Solved,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,18000.0,0,0
FIR-2026-MYS-5774,2026-07-22,14:00:56,2026-07-22T14:00:56.033920,Mysuru,Nazarbad PS,Narcotics,MDMA / Synthetic Drugs,12.332012,76.566,8,Charge Sheeted,Near college campuses,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,0.0,0,1
FIR-2026-MAN-5775,2026-02-15,16:15:56,2026-02-15T16:15:56.033920,Mangaluru,Ullal PS,Commercial Fraud,Real Estate Scam,12.934616,74.797655,7,Under Investigation,Fake visa offer,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,630000.0,0,1
FIR-2025-BEN-5776,2025-12-10,12:23:56,2025-12-10T12:23:56.033920,Bengaluru City,Cubbon Park PS,Assault & Violent Crime,Group Assault,12.822271,77.463068,9,Under Investigation,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,90000.0,0,0
FIR-2025-BEN-5777,2025-09-03,19:23:56,2025-09-03T19:23:56.033920,Bengaluru City,Indiranagar PS,Chain Snatching & Theft,House Burglary,12.897956,77.680416,3,Pending,Pillion rider snatching on Pulsar bike,SUS-1003,Manjunath V,Koramangala Network,3000.0,0,0
FIR-2025-TUM-5778,2025-10-17,18:43:56,2025-10-17T18:43:56.033920,Tumakuru,New Extension PS,Robbery & Extortion,Armed Robbery,13.283505,77.156358,7,Suspect Identified,Posing as local gang member,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,70000.0,0,1
FIR-2026-BAL-5779,2026-05-12,03:26:56,2026-05-12T03:26:56.033920,Ballari,Cowled Bazar PS,Assault & Violent Crime,Street Brawl,15.158458,76.886687,5,Pending,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,15000.0,0,0
FIR-2026-BEL-5780,2026-04-01,05:25:56,2026-04-01T05:25:56.033920,Belagavi,APMC PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,15.833836,74.424036,7,Pending,Pillion rider snatching on Pulsar bike,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,70000.0,0,1
FIR-2026-MYS-5781,2026-06-06,09:13:56,2026-06-06T09:13:56.033920,Mysuru,Kuuvempunagar PS,Commercial Fraud,Job Fraud,12.277096,76.569242,7,Pending,Fake visa offer,UNKNOWN,Unidentified Suspect,None,7000.0,0,0
FIR-2025-KAL-5782,2025-11-13,03:23:56,2025-11-13T03:23:56.033920,Kalaburagi,M B Nagar PS,Narcotics,Inter-State Drug Trafficking,17.287933,76.901527,8,Charge Sheeted,Near college campuses,SUS-1004,Kiran @ Shadow,MG Road Gang,192000.0,0,1
FIR-2026-MYS-5783,2026-03-20,18:24:56,2026-03-20T18:24:56.033920,Mysuru,Lashkar PS,Cybercrime,Identity Theft,12.274788,76.698411,7,Solved,Phishing Site,UNKNOWN,Unidentified Suspect,None,21000.0,1,0
FIR-2026-TUM-5784,2026-03-31,13:44:56,2026-03-31T13:44:56.033920,Tumakuru,Town PS Tumakuru,Chain Snatching & Theft,Two-Wheeler Chain Snatching,13.320047,77.099316,6,Charge Sheeted,Master key ignition,SUS-1004,Kiran @ Shadow,MG Road Gang,144000.0,0,1
FIR-2025-BEN-5785,2025-09-26,18:21:56,2025-09-26T18:21:56.033920,Bengaluru City,Cubbon Park PS,Commercial Fraud,Ponzi Scheme,13.013784,77.680474,5,Charge Sheeted,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2025-BAL-5786,2025-09-07,09:21:56,2025-09-07T09:21:56.033920,Ballari,Brucepet PS,Cybercrime,Identity Theft,15.119402,76.872117,4,Suspect Identified,Malware Link via WhatsApp,UNKNOWN,Unidentified Suspect,None,360000.0,1,0
FIR-2026-MAN-5787,2026-03-08,03:00:56,2026-03-08T03:00:56.033920,Mangaluru,Barkhe PS,Assault & Violent Crime,Street Brawl,12.903588,74.844708,8,Solved,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,8000.0,0,0
FIR-2026-MAN-5788,2026-05-31,17:06:56,2026-05-31T17:06:56.033920,Mangaluru,Ullal PS,Assault & Violent Crime,Street Brawl,12.947234,74.78711,9,Suspect Identified,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,27000.0,0,0
FIR-2026-HUB-5789,2026-03-02,10:42:56,2026-03-02T10:42:56.033920,Hubballi-Dharwad,Vidyanagar PS,Commercial Fraud,Job Fraud,15.274733,75.151439,6,Suspect Identified,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,6000.0,0,0
FIR-2026-TUM-5790,2026-02-01,13:42:56,2026-02-01T13:42:56.033920,Tumakuru,Kyathsandra PS,Commercial Fraud,Job Fraud,13.376867,77.064658,5,Under Investigation,High return investment scheme,UNKNOWN,Unidentified Suspect,None,120000.0,0,0
FIR-2026-MAN-5791,2026-05-06,01:32:56,2026-05-06T01:32:56.033920,Mangaluru,Kadri PS,Robbery & Extortion,Extortion Call,12.846107,74.800059,8,Suspect Identified,Blocking highway with lorry,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,2400000.0,0,0
FIR-2026-BAL-5792,2026-02-16,06:42:56,2026-02-16T06:42:56.033920,Ballari,Brucepet PS,Chain Snatching & Theft,House Burglary,15.2083,76.861545,6,Under Investigation,Master key ignition,UNKNOWN,Unidentified Suspect,None,144000.0,0,0
FIR-2026-BEL-5793,2026-03-03,08:32:56,2026-03-03T08:32:56.033920,Belagavi,Khade Bazar PS,Commercial Fraud,Ponzi Scheme,15.916075,74.53704,8,Under Investigation,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,8000.0,0,0
FIR-2025-HUB-5794,2025-12-10,05:54:56,2025-12-10T05:54:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Cybercrime,Identity Theft,15.415103,75.166335,6,Pending,Malware Link via WhatsApp,SUS-1009,Farooq Ahmed,Coastal Smugglers,18000.0,1,1
FIR-2025-KAL-5795,2025-12-17,20:32:56,2025-12-17T20:32:56.033920,Kalaburagi,M B Nagar PS,Chain Snatching & Theft,Mobile Theft,17.380588,76.849653,7,Solved,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,2100000.0,0,0
